run_id,seed,offered_load_mbps,mobility_speed_mps,lifi_fov_deg,CPE,optical_state_rows,in_fov_fraction,zero_gain_fraction,distance_mean,distance_min,distance_max,H_LOS_mean,received_power_mean,SNR_mean,SNR_min,BER_mean,PER_mean
load20p0_speed0p5_fov40p0_seed3,3,20.0,0.5,40.0,1,85,0.49411764705882355,0.5058823529411764,2.610043717647059,2.269997,2.903071,9.447758941176471e-06,9.44775894117647e-05,466306448.2352941,0.0,0.2529411764705882,0.5058823529411764
load20p0_speed0p5_fov40p0_seed3,3,20.0,0.5,40.0,2,85,1,0,2.0155964588235293,2.000004,2.067488,4.2037508470588236e-05,0.00042037508470588235,2134180411.764706,1921592000.0,0.0,0.0
load20p0_speed0p5_fov40p0_seed3,3,20.0,0.5,40.0,3,85,1,0,2.2271857176470586,2.122927,2.327252,2.8313457411764706e-05,0.0002831345741176471,1420968435.2941177,1178053000.0,0.0,0.0
load20p0_speed0p5_fov70p0_seed1,1,20.0,0.5,70.0,1,85,1,0,2.481349270588235,2.371708,2.642218,8.630495152941176e-06,8.630495152941176e-05,401088815.2941176,299821400.0,0.0,0.0
load20p0_speed0p5_fov70p0_seed1,1,20.0,0.5,70.0,2,85,1,0,2.138261494117647,2.014514,2.289016,1.5704993529411764e-05,0.00015704993529411766,766629411.7647059,565373700.0,0.0,0.0
load20p0_speed0p5_fov70p0_seed1,1,20.0,0.5,70.0,3,85,1,0,2.235378070588235,2.155699,2.308037,1.3031615294117647e-05,0.00013031615294117646,628167497.6470588,545493000.0,0.0,0.0
load20p0_speed0p5_fov70p0_seed2,2,20.0,0.5,70.0,1,85,1,0,2.154914682352941,2.049289,2.245096,1.5104364e-05,0.00015104364,735474897.6470588,614604200.0,0.0,0.0
load20p0_speed0p5_fov70p0_seed2,2,20.0,0.5,70.0,2,85,1,0,2.130488882352941,2.002135,2.359862,1.6292678588235295e-05,0.00016292678588235293,797188908.2352941,495326900.0,0.0,0.0
load20p0_speed0p5_fov70p0_seed2,2,20.0,0.5,70.0,3,85,1,0,2.049392211764706,2.002097,2.193187,1.8485682117647058e-05,0.00018485682117647058,910755761.1764706,679419800.0,0.0,0.0
load20p0_speed0p5_fov70p0_seed3,3,20.0,0.5,70.0,1,85,1,0,2.610043717647059,2.269997,2.903071,7.2989073529411765e-06,7.298907352941177e-05,333034724.7058824,193853000.0,0.0,0.0
load20p0_speed0p5_fov70p0_seed3,3,20.0,0.5,70.0,2,85,1,0,2.0155964588235293,2.000004,2.067488,1.9669817764705884e-05,0.00019669817764705883,972165370.5882353,872899600.0,0.0,0.0
load20p0_speed0p5_fov70p0_seed3,3,20.0,0.5,70.0,3,85,1,0,2.2271857176470586,2.122927,2.327252,1.3248181529411765e-05,0.00013248181529411764,639381375.2941177,526232600.0,0.0,0.0
load20p0_speed3p0_fov40p0_seed1,1,20.0,3.0,40.0,1,85,0,1,4.429364494117647,3.410205,5.769056,0.0,0.0,0.0,0.0,0.5,1.0
load20p0_speed3p0_fov40p0_seed1,1,20.0,3.0,40.0,2,85,0.03529411764705882,0.9647058823529412,4.830860588235294,2.469335,6.973187,6.164128235294118e-07,6.164128235294118e-06,30275708.23529412,0.0,0.4823529411764706,0.9647058823529412
load20p0_speed3p0_fov40p0_seed1,1,20.0,3.0,40.0,3,85,0.8470588235294118,0.15294117647058825,2.4251933529411764,2.041264,3.389176,2.0620534470588236e-05,0.00020620534470588235,1029125723.5294118,0.0,0.07647058823529412,0.15294117647058825
load20p0_speed3p0_fov40p0_seed2,2,20.0,3.0,40.0,1,85,0.15294117647058825,0.8470588235294118,3.845929905882353,2.149708,5.249362,3.509589294117647e-06,3.5095892941176474e-05,174714214.11764705,0.0,0.4235294117647059,0.8470588235294118
load20p0_speed3p0_fov40p0_seed2,2,20.0,3.0,40.0,2,85,0.2823529411764706,0.7176470588235294,4.445732294117647,2.075475,7.777029,6.673691882352941e-06,6.67369188235294e-05,332665157.64705884,0.0,0.3588235294117647,0.7176470588235294
load20p0_speed3p0_fov40p0_seed2,2,20.0,3.0,40.0,3,85,0.23529411764705882,0.7647058823529411,4.2775596,2.053671,8.084392,7.227893647058823e-06,7.227893647058824e-05,363771167.0588235,0.0,0.38235294117647056,0.7647058823529411
load20p0_speed3p0_fov40p0_seed3,3,20.0,3.0,40.0,1,85,0,1,6.170395176470588,3.174576,9.006962,0.0,0.0,0.0,0.0,0.5,1.0
load20p0_speed3p0_fov40p0_seed3,3,20.0,3.0,40.0,2,85,0.7647058823529411,0.23529411764705882,2.463751117647059,2.000153,3.725892,2.1622199882352942e-05,0.00021622199882352942,1085230248.235294,0.0,0.11764705882352941,0.23529411764705882
load20p0_speed3p0_fov40p0_seed3,3,20.0,3.0,40.0,3,85,0.5058823529411764,0.49411764705882355,2.7983078588235295,2.050609,4.721192,1.2541356470588235e-05,0.00012541356470588234,626355356.4705882,0.0,0.24705882352941178,0.49411764705882355
load20p0_speed3p0_fov70p0_seed1,1,20.0,3.0,70.0,1,85,1,0,4.429364494117647,3.410205,5.769056,9.9590652e-07,9.9590652e-06,26970429.105882354,3372358.0,0.0,0.0
load20p0_speed3p0_fov70p0_seed1,1,20.0,3.0,70.0,2,85,0.8235294117647058,0.17647058823529413,4.830860588235294,2.469335,6.973187,1.3096377176470589e-06,1.3096377176470588e-05,47658090.49411765,0.0,0.08823529411764706,0.17647058823529413
load20p0_speed3p0_fov70p0_seed1,1,20.0,3.0,70.0,3,85,1,0,2.4251933529411764,2.041264,3.389176,1.0400601247058824e-05,0.00010400601247058824,492932633.88235295,90133280.0,0.0,0.0
load20p0_speed3p0_fov70p0_seed2,2,20.0,3.0,70.0,1,85,1,0,3.845929905882353,2.149708,5.249362,3.0291254729411764e-06,3.0291254729411763e-05,125974975.02352941,6514940.0,0.0,0.0
load20p0_speed3p0_fov70p0_seed2,2,20.0,3.0,70.0,2,85,0.6352941176470588,0.36470588235294116,4.445732294117647,2.075475,7.777029,4.216984938823529e-06,4.216984938823529e-05,192689658.0235294,0.0,0.18235294117647058,0.36470588235294116
load20p0_speed3p0_fov70p0_seed2,2,20.0,3.0,70.0,3,85,0.7411764705882353,0.25882352941176473,4.2775596,2.053671,8.084392,4.399575988235294e-06,4.399575988235294e-05,201634522.2,0.0,0.12941176470588237,0.25882352941176473
load20p0_speed3p0_fov70p0_seed3,3,20.0,3.0,70.0,1,85,0.4235294117647059,0.5764705882352941,6.170395176470588,3.174576,9.006962,3.9889122470588236e-07,3.988912247058823e-06,11091142.905882353,0.0,0.28823529411764703,0.5764705882352941
load20p0_speed3p0_fov70p0_seed3,3,20.0,3.0,70.0,2,85,1,0,2.463751117647059,2.000153,3.725892,1.1039595623529413e-05,0.00011039595623529412,526844566.5882353,54319960.0,0.0,0.0
load20p0_speed3p0_fov70p0_seed3,3,20.0,3.0,70.0,3,85,1,0,2.7983078588235295,2.050609,4.721192,7.68709543764706e-06,7.68709543764706e-05,355914384.9411765,13176780.0,0.0,0.0
load2p0_speed0p5_fov40p0_seed1,1,2.0,0.5,40.0,1,84,0.9523809523809523,0.047619047619047616,2.480499761904762,2.370629,2.644606,1.778485380952381e-05,0.0001778485380952381,876701315.4761904,0.0,0.023809523809523808,0.047619047619047616
load2p0_speed0p5_fov40p0_seed1,1,2.0,0.5,40.0,2,84,1,0,2.138701023809524,2.013806,2.291091,3.35357444047619e-05,0.00033535744404761904,1692324309.5238094,1257397000.0,0.0,0.0
load2p0_speed0p5_fov40p0_seed1,1,2.0,0.5,40.0,3,84,1,0,2.2353088452380954,2.156214,2.302911,2.7853239761904763e-05,0.0002785323976190476,1397056428.5714285,1230772000.0,0.0,0.0
load2p0_speed0p5_fov40p0_seed2,2,2.0,0.5,40.0,1,84,1,0,2.155769630952381,2.050103,2.259179,3.2234267380952384e-05,0.0003223426738095238,1624675000.0,1332821000.0,0.0,0.0
load2p0_speed0p5_fov40p0_seed2,2,2.0,0.5,40.0,2,84,1,0,2.132452011904762,2.002236,2.366765,3.471327880952381e-05,0.0003471327880952381,1753574404.7619047,1098136000.0,0.0,0.0
load2p0_speed0p5_fov40p0_seed2,2,2.0,0.5,40.0,3,84,1,0,2.0496326904761903,2.002096,2.193187,3.948738845238095e-05,0.0003948738845238095,2001632166.6666667,1506902000.0,0.0,0.0
load2p0_speed0p5_fov40p0_seed3,3,2.0,0.5,40.0,1,84,0.4880952380952381,0.5119047619047619,2.6123239285714286,2.269997,2.917043,9.347712619047619e-06,9.347712619047619e-05,461406529.7619048,0.0,0.25595238095238093,0.5119047619047619
load2p0_speed0p5_fov40p0_seed3,3,2.0,0.5,40.0,2,84,1,0,2.01576975,2.000054,2.066455,4.2023150357142854e-05,0.00042023150357142856,2133434023.8095238,1925540000.0,0.0,0.0
load2p0_speed0p5_fov40p0_seed3,3,2.0,0.5,40.0,3,84,1,0,2.2273404285714284,2.121562,2.326429,2.830442154761905e-05,0.0002830442154761905,1420498988.0952382,1179791000.0,0.0,0.0
load2p0_speed0p5_fov70p0_seed1,1,2.0,0.5,70.0,1,84,1,0,2.480499761904762,2.370629,2.644606,8.642711309523809e-06,8.64271130952381e-05,401717257.14285713,298595100.0,0.0,0.0
load2p0_speed0p5_fov70p0_seed1,1,2.0,0.5,70.0,2,84,1,0,2.138701023809524,2.013806,2.291091,1.569174738095238e-05,0.0001569174738095238,765942965.4761904,563164500.0,0.0,0.0
load2p0_speed0p5_fov70p0_seed1,1,2.0,0.5,70.0,3,84,1,0,2.2353088452380954,2.156214,2.302911,1.3032840833333334e-05,0.00013032840833333332,628230669.0476191,550768800.0,0.0,0.0
load2p0_speed0p5_fov70p0_seed2,2,2.0,0.5,70.0,1,84,1,0,2.155769630952381,2.050103,2.259179,1.5082772142857142e-05,0.00015082772142857142,734357239.2857143,598290700.0,0.0,0.0
load2p0_speed0p5_fov70p0_seed2,2,2.0,0.5,70.0,2,84,1,0,2.132452011904762,2.002236,2.366765,1.6242729166666667e-05,0.00016242729166666666,794603395.2380953,489058000.0,0.0,0.0
load2p0_speed0p5_fov70p0_seed2,2,2.0,0.5,70.0,3,84,1,0,2.0496326904761903,2.002096,2.193187,1.8476588214285714e-05,0.00018476588214285714,910283965.4761904,679419800.0,0.0,0.0
load2p0_speed0p5_fov70p0_seed3,3,2.0,0.5,70.0,1,84,1,0,2.6123239285714286,2.269997,2.917043,7.279472309523809e-06,7.27947230952381e-05,332046886.9047619,189489300.0,0.0,0.0
load2p0_speed0p5_fov70p0_seed3,3,2.0,0.5,70.0,2,84,1,0,2.01576975,2.000054,2.066455,1.966309857142857e-05,0.00019663098571428571,971816801.1904762,874742600.0,0.0,0.0
load2p0_speed0p5_fov70p0_seed3,3,2.0,0.5,70.0,3,84,1,0,2.2273404285714284,2.121562,2.326429,1.3243952619047618e-05,0.00013243952619047618,639162391.6666666,527041300.0,0.0,0.0
load2p0_speed3p0_fov40p0_seed1,1,2.0,3.0,40.0,1,84,0,1,4.420800285714286,3.400266,5.78344,0.0,0.0,0.0,0.0,0.5,1.0
load2p0_speed3p0_fov40p0_seed1,1,2.0,3.0,40.0,2,84,0.03571428571428571,0.9642857142857143,4.83810894047619,2.448441,6.997674,6.255021428571428e-07,6.255021428571428e-06,30727183.333333332,0.0,0.48214285714285715,0.9642857142857143
load2p0_speed3p0_fov40p0_seed1,1,2.0,3.0,40.0,3,84,0.8214285714285714,0.17857142857142858,2.4238363214285714,2.042308,3.369955,2.0270425714285713e-05,0.00020270425714285714,1012195775.0,0.0,0.08928571428571429,0.17857142857142858
load2p0_speed3p0_fov40p0_seed2,2,2.0,3.0,40.0,1,84,0.14285714285714285,0.8571428571428571,3.857167892857143,2.154461,5.240387,3.3306113095238096e-06,3.330611309523809e-05,165914525.0,0.0,0.42857142857142855,0.8571428571428571
load2p0_speed3p0_fov40p0_seed2,2,2.0,3.0,40.0,2,84,0.27380952380952384,0.7261904761904762,4.474388321428571,2.078984,7.852185,6.53978119047619e-06,6.539781190476191e-05,326129005.95238096,0.0,0.3630952380952381,0.7261904761904762
load2p0_speed3p0_fov40p0_seed2,2,2.0,3.0,40.0,3,84,0.2261904761904762,0.7738095238095238,4.310245059523809,2.053454,8.265994,7.06202e-06,7.06202e-05,355603503.5714286,0.0,0.3869047619047619,0.7738095238095238
load2p0_speed3p0_fov40p0_seed3,3,2.0,3.0,40.0,1,84,0,1,6.193031380952381,3.174576,9.064223,0.0,0.0,0.0,0.0,0.5,1.0
load2p0_speed3p0_fov40p0_seed3,3,2.0,3.0,40.0,2,84,0.7619047619047619,0.23809523809523808,2.4686733928571427,2.001931,3.705199,2.1480818333333332e-05,0.00021480818333333333,1078027386.9047618,0.0,0.11904761904761904,0.23809523809523808
load2p0_speed3p0_fov40p0_seed3,3,2.0,3.0,40.0,3,84,0.5119047619047619,0.4880952380952381,2.8058199404761903,2.05364,4.763483,1.2626282023809524e-05,0.00012626282023809525,630470200.0,0.0,0.24404761904761904,0.4880952380952381
load2p0_speed3p0_fov70p0_seed1,1,2.0,3.0,70.0,1,84,1,0,4.420800285714286,3.400266,5.78344,1.0070222738095239e-06,1.0070222738095238e-05,27444529.0,3313109.0,0.0,0.0
load2p0_speed3p0_fov70p0_seed1,1,2.0,3.0,70.0,2,84,0.8095238095238095,0.19047619047619047,4.83810894047619,2.448441,6.997674,1.2994892452380953e-06,1.2994892452380952e-05,47369686.98809524,0.0,0.09523809523809523,0.19047619047619047
load2p0_speed3p0_fov70p0_seed1,1,2.0,3.0,70.0,3,84,1,0,2.4238363214285714,2.042308,3.369955,1.0417057035714285e-05,0.00010417057035714286,493776396.54761904,92823710.0,0.0,0.0
load2p0_speed3p0_fov70p0_seed2,2,2.0,3.0,70.0,1,84,1,0,3.857167892857143,2.154461,5.240387,3.0047315e-06,3.0047315e-05,124829639.04761904,6591463.0,0.0,0.0
load2p0_speed3p0_fov70p0_seed2,2,2.0,3.0,70.0,2,84,0.6309523809523809,0.36904761904761907,4.474388321428571,2.078984,7.852185,4.18169095e-06,4.18169095e-05,191073846.8452381,0.0,0.18452380952380953,0.36904761904761907
load2p0_speed3p0_fov70p0_seed2,2,2.0,3.0,70.0,3,84,0.7380952380952381,0.2619047619047619,4.310245059523809,2.053454,8.265994,4.366984494047619e-06,4.366984494047619e-05,200128197.47619048,0.0,0.13095238095238096,0.2619047619047619
load2p0_speed3p0_fov70p0_seed3,3,2.0,3.0,70.0,1,84,0.40476190476190477,0.5952380952380952,6.193031380952381,3.174576,9.064223,3.9202265595238096e-07,3.92022655952381e-06,10980018.035714285,0.0,0.2976190476190476,0.5952380952380952
load2p0_speed3p0_fov70p0_seed3,3,2.0,3.0,70.0,2,84,1,0,2.4686733928571427,2.001931,3.705199,1.0974370333333334e-05,0.00010974370333333333,523495648.3333333,56012120.0,0.0,0.0
load2p0_speed3p0_fov70p0_seed3,3,2.0,3.0,70.0,3,84,1,0,2.8058199404761903,2.05364,4.763483,7.649299230952382e-06,7.649299230952382e-05,354037949.64285713,12438550.0,0.0,0.0
load5p0_speed0p5_fov40p0_seed1,1,5.0,0.5,40.0,1,84,0.9404761904761905,0.05952380952380952,2.4815170357142855,2.37205,2.643644,1.757572023809524e-05,0.00017575720238095237,866424745.2380953,0.0,0.02976190476190476,0.05952380952380952
load5p0_speed0p5_fov40p0_seed1,1,5.0,0.5,40.0,2,84,1,0,2.1382572976190475,2.014071,2.288157,3.356397476190476e-05,0.0003356397476190476,1693791404.7619047,1264112000.0,0.0,0.0
load5p0_speed0p5_fov40p0_seed1,1,5.0,0.5,40.0,3,84,1,0,2.235379404761905,2.15626,2.307181,2.7849867380952382e-05,0.0002784986738095238,1396881178.5714285,1221321000.0,0.0,0.0
load5p0_speed0p5_fov40p0_seed2,2,5.0,0.5,40.0,1,84,1,0,2.154939607142857,2.049771,2.245422,3.2279113452380954e-05,0.0003227911345238095,1627004964.2857144,1367014000.0,0.0,0.0
load5p0_speed0p5_fov40p0_seed2,2,5.0,0.5,40.0,2,84,1,0,2.1306496904761905,2.002209,2.362419,3.481134952380952e-05,0.00034811349523809526,1758669523.8095238,1106601000.0,0.0,0.0
load5p0_speed0p5_fov40p0_seed2,2,5.0,0.5,40.0,3,84,1,0,2.0494265,2.002179,2.193187,3.9504093214285716e-05,0.00039504093214285714,2002500488.0952382,1506902000.0,0.0,0.0
load5p0_speed0p5_fov40p0_seed3,3,5.0,0.5,40.0,1,84,0.5,0.5,2.610204511904762,2.269997,2.903395,9.535527738095238e-06,9.535527738095238e-05,470576973.8095238,0.0,0.25,0.5
load5p0_speed0p5_fov40p0_seed3,3,5.0,0.5,40.0,2,84,1,0,2.0156234404761904,2.00002,2.067785,4.203526976190476e-05,0.00042035269761904763,2134064047.6190476,1920462000.0,0.0,0.0
load5p0_speed0p5_fov40p0_seed3,3,5.0,0.5,40.0,3,84,1,0,2.2271734404761903,2.11965,2.326377,2.8315068928571427e-05,0.0002831506892857143,1421052261.9047618,1179902000.0,0.0,0.0
load5p0_speed0p5_fov70p0_seed1,1,5.0,0.5,70.0,1,84,1,0,2.4815170357142855,2.37205,2.643644,8.627887904761905e-06,8.627887904761904e-05,400954517.85714287,299088400.0,0.0,0.0
load5p0_speed0p5_fov70p0_seed1,1,5.0,0.5,70.0,2,84,1,0,2.1382572976190475,2.014071,2.288157,1.5704957142857143e-05,0.00015704957142857143,766627440.4761904,566290900.0,0.0,0.0
load5p0_speed0p5_fov70p0_seed1,1,5.0,0.5,70.0,3,84,1,0,2.235379404761905,2.15626,2.307181,1.3031262261904762e-05,0.00013031262261904762,628149061.9047619,546369700.0,0.0,0.0
load5p0_speed0p5_fov70p0_seed2,2,5.0,0.5,70.0,1,84,1,0,2.154939607142857,2.049771,2.245422,1.5103755833333334e-05,0.00015103755833333334,735443450.0,614220500.0,0.0,0.0
load5p0_speed0p5_fov70p0_seed2,2,5.0,0.5,70.0,2,84,1,0,2.1306496904761905,2.002209,2.362419,1.628861726190476e-05,0.0001628861726190476,796978716.6666666,492994000.0,0.0,0.0
load5p0_speed0p5_fov70p0_seed2,2,5.0,0.5,70.0,3,84,1,0,2.0494265,2.002179,2.193187,1.8484404404761903e-05,0.00018484404404761905,910689472.6190476,679419800.0,0.0,0.0
